resort_name,source_name,source_type,snow_report_url,queried_url,queried_at,data_found,notes
Giant Ski Area,Shiga Kogen official live lift/status page,official_resort,https://shigakogen-ski.or.jp/lift/giant/index-en.html,https://shigakogen-ski.or.jp/lift/giant/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Hasuike Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/hasuike/index-en.html,https://www.shigakogen-ski.or.jp/lift/hasuike/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Ichinose Diamond Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/ichinosediamond/index-en.html,https://www.shigakogen-ski.or.jp/lift/ichinosediamond/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Ichinose Family Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/ichinosefamily/index-en.html,https://www.shigakogen-ski.or.jp/lift/ichinosefamily/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Ichinose Yamanokami Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/ichinoseyamanokami/index-en.html,https://www.shigakogen-ski.or.jp/lift/ichinoseyamanokami/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Kumanoyu Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/kumanoyu/index-en.html,https://www.shigakogen-ski.or.jp/lift/kumanoyu/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Yakebitaiyama Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/yakebitaiyama/index-en.html,https://www.shigakogen-ski.or.jp/lift/yakebitaiyama/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Okushiga Kogen Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/okushiga/index-en.html,https://www.shigakogen-ski.or.jp/lift/okushiga/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Yokoteyama Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/,https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Shibutoge Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/,https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Takamagahara Mammoth Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/takamagahara/index-en.html,https://www.shigakogen-ski.or.jp/lift/takamagahara/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Nishidateyama Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/nishidateyama/index-en.html,https://www.shigakogen-ski.or.jp/lift/nishidateyama/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Maruike Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/maruike/index-en.html,https://www.shigakogen-ski.or.jp/lift/maruike/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Sun Valley Ski Area,Shiga Kogen official live lift/status page,official_resort,https://shigakogen-ski.or.jp/lift/sunvalley/index.html,https://shigakogen-ski.or.jp/lift/sunvalley/index.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Terakoya Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/terakoya/index-en.html,https://www.shigakogen-ski.or.jp/lift/terakoya/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Tannenomori Okojo Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/tannenomori/index-en.html,https://www.shigakogen-ski.or.jp/lift/tannenomori/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Hoppo Bunadaira Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/hoppo-bunadaira/index-en.html,https://www.shigakogen-ski.or.jp/lift/hoppo-bunadaira/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Higashidateyama Ski Area,Shiga Kogen official live lift/status page,official_resort,https://www.shigakogen-ski.or.jp/lift/higashidateyama/index-en.html,https://www.shigakogen-ski.or.jp/lift/higashidateyama/index-en.html,2026-05-26T04:35:00Z,false,"Official Shiga Kogen live-status/lift page queried. Current search result confirms real-time lift status, course status, and area pages, but this pass did not expose a stable current snow-base-depth value for this specific resort row. Use as official queried source pending detail-page extraction/API discovery."
Annupuri,Niseko United official lift/status and weather page,official_resort,https://www.niseko.ne.jp/en/niseko-lift-status/,https://www.niseko.ne.jp/en/niseko-lift-status/,2026-05-26T04:35:00Z,false,Official Niseko United lift/status/weather page recorded for the shared Niseko United area. Current search/open pass did not expose crawlable current base-depth values for this component resort.
Annupuri,Snow-Online Niseko United snow report,aggregator,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,2026-05-26T04:35:00Z,false,"Aggregator fallback for Niseko United was queried, but search/crawl result did not expose usable numeric base-depth values in this pass."
Grand Hirafu,Niseko United official lift/status and weather page,official_resort,https://www.niseko.ne.jp/en/niseko-lift-status/,https://www.niseko.ne.jp/en/niseko-lift-status/,2026-05-26T04:35:00Z,false,Official Niseko United lift/status/weather page recorded for the shared Niseko United area. Current search/open pass did not expose crawlable current base-depth values for this component resort.
Grand Hirafu,Snow-Online Niseko United snow report,aggregator,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,2026-05-26T04:35:00Z,false,"Aggregator fallback for Niseko United was queried, but search/crawl result did not expose usable numeric base-depth values in this pass."
Hanazano,Niseko United official lift/status and weather page,official_resort,https://www.niseko.ne.jp/en/niseko-lift-status/,https://www.niseko.ne.jp/en/niseko-lift-status/,2026-05-26T04:35:00Z,false,Official Niseko United lift/status/weather page recorded for the shared Niseko United area. Current search/open pass did not expose crawlable current base-depth values for this component resort.
Hanazano,Snow-Online Niseko United snow report,aggregator,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,2026-05-26T04:35:00Z,false,"Aggregator fallback for Niseko United was queried, but search/crawl result did not expose usable numeric base-depth values in this pass."
Niseko Village,Niseko United official lift/status and weather page,official_resort,https://www.niseko.ne.jp/en/niseko-lift-status/,https://www.niseko.ne.jp/en/niseko-lift-status/,2026-05-26T04:35:00Z,false,Official Niseko United lift/status/weather page recorded for the shared Niseko United area. Current search/open pass did not expose crawlable current base-depth values for this component resort.
Niseko Village,Snow-Online Niseko United snow report,aggregator,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,https://www.snow-online.com/snow-report/ski-resort/niseko-united-hanazono-grand-hirafu-niseko-village-annupuri-.html,2026-05-26T04:35:00Z,false,"Aggregator fallback for Niseko United was queried, but search/crawl result did not expose usable numeric base-depth values in this pass."
3 Peaks Dolomites,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Alpe Lusia – San Pellegrino,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Alta Badia,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Arabba/Marmolada,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Civetta,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Cortina d’Ampezzo,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Kronplatz/Plan de Corones,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Val Gardena/Alpe di Siusi,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Val di Fassa/Carezza,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Val di Fiemme/Obereggen,Dolomiti Superski official open slopes/snow report,official_resort,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,https://www.dolomitisuperski.com/en/Ski-area/Slope-opening,2026-05-26T04:35:00Z,false,"Official Dolomiti Superski slope-opening/snow-report hub recorded for this Dolomiti Superski resort row. Current search result confirms official real-time updates/open lifts/snow-report context, but no crawlable numeric base-depth value was captured for this resort in this pass."
Alta Badia,Alta Badia official open lifts and snow report,official_resort,https://www.altabadia.org/en/open-lifts-snow-report-dolomites,https://www.altabadia.org/en/open-lifts-snow-report-dolomites,2026-05-26T04:35:00Z,false,"Official Alta Badia page queried; search result confirms snow depth and conditions plus operating lifts, but current numeric depth values were not exposed in captured text."
Arabba/Marmolada,Arabba official Dolomiti snow report,official_resort,https://www.dolomiti.org/en/arabba/impianti/,https://www.dolomiti.org/en/arabba/impianti/,2026-05-26T04:35:00Z,false,Official Arabba/Marmolada snow report/open lifts page queried; current numeric base-depth values were not exposed in captured text.
Bear Mountain,Big Bear Mountain Resort official mountain information,official_resort,https://www.bigbearmountainresort.com/mountain-information,https://www.bigbearmountainresort.com/mountain-information,2026-05-26T05:05:00Z,false,"Official Big Bear Mountain Resort mountain-information/current operations source queried for Bear Mountain, Snow Summit, and Snow Valley. Search result confirmed official operations, daily-message context, snowmaking and season snowfall history, but no current base-depth value was exposed in crawlable text."
Snow Summit,Big Bear Mountain Resort official mountain information,official_resort,https://www.bigbearmountainresort.com/mountain-information,https://www.bigbearmountainresort.com/mountain-information,2026-05-26T05:05:00Z,false,"Official Big Bear Mountain Resort mountain-information/current operations source queried for Bear Mountain, Snow Summit, and Snow Valley. Search result confirmed official operations, daily-message context, snowmaking and season snowfall history, but no current base-depth value was exposed in crawlable text."
Snow Valley,Big Bear Mountain Resort official mountain information,official_resort,https://www.bigbearmountainresort.com/mountain-information,https://www.bigbearmountainresort.com/mountain-information,2026-05-26T05:05:00Z,false,"Official Big Bear Mountain Resort mountain-information/current operations source queried for Bear Mountain, Snow Summit, and Snow Valley. Search result confirmed official operations, daily-message context, snowmaking and season snowfall history, but no current base-depth value was exposed in crawlable text."
Bear Mountain,SnowStash Big Bear snow report,aggregator,https://snowstash.com/usa/california/big-bear/snow-report,https://snowstash.com/usa/california/big-bear/snow-report,2026-05-26T05:05:00Z,false,"Fallback snow-report page queried for Big Bear; crawl text did not expose a current numeric base-depth value in the captured portion, so no observation recorded."
Perisher,Perisher official snow report,official_resort,https://www.perisher.com.au/reports-cams/reports/snow-report,https://www.perisher.com.au/reports-cams/reports/snow-report,2026-05-26T03:50:01Z,true,"Official snow report stated Perisher was in pre-season with lifts planned from June 6, 2026, weather permitting. No current base-depth number was exposed; under project policy, source-supported pre-season/no-current-skiing status is normalized to 0 inches."
Falls Creek,Falls Creek official snow report,official_resort,https://www.skifalls.com.au/snow-report,https://www.skifalls.com.au/snow-report,2026-05-26T05:05:00Z,false,Official Falls Creek snow-report URL recorded/query attempted; no crawlable numeric current base-depth value captured in this pass.
Hotham,Hotham official snow report,official_resort,https://www.mthotham.com.au/snow-report,https://www.mthotham.com.au/snow-report,2026-05-26T05:05:00Z,false,Official Hotham snow-report URL recorded/query attempted; no crawlable numeric current base-depth value captured in this pass.
Mt Buller,Mt Buller official snow report,official_resort,https://www.mtbuller.com.au/Winter/snow-weather/snow-report,https://www.mtbuller.com.au/Winter/snow-weather/snow-report,2026-05-26T05:05:00Z,true,"Official Mt Buller snow report exposed No Snow resort cover, 0 cm snow last 24 hours, last snowfall 2025-10-03, 0 of 19 lifts, 0 of 76 trails, observations from BoM at 1707 m, last updated 2026-05-09 15:00 local."
Mt Hutt,Mt Hutt official weather report,official_resort,https://www.mthutt.co.nz/weather-report/,https://www.mthutt.co.nz/weather-report/,2026-05-26T05:05:00Z,false,"Official Mt Hutt weather report queried; search result confirms snow depth reporting and says snow base is measured on main groomed trails using SnowSAT technology, but captured text did not expose current numeric base depth."
Mt Hutt,Snow-Online Mt Hutt snow report,aggregator,https://www.snow-online.com/snow-report/ski-resort/mt-hutt.html,https://www.snow-online.com/snow-report/ski-resort/mt-hutt.html,2026-05-26T05:05:00Z,true,"Aggregator fallback exposed current snow depths: upper 0 cm at 2,086 m, lower 0 cm at 1,438 m, last snowfall 2026-05-10, 0/5 lifts, closed."
Coronet Peak,Coronet Peak official weather report,official_resort,https://www.coronetpeak.co.nz/weather-report/,https://www.coronetpeak.co.nz/weather-report/,2026-05-26T05:05:00Z,false,Official Coronet Peak weather/snow-report URL recorded/query attempted; no crawlable numeric current base-depth value captured in this pass.
The Remarkables,The Remarkables official weather report,official_resort,https://www.theremarkables.co.nz/weather-report/,https://www.theremarkables.co.nz/weather-report/,2026-05-26T05:05:00Z,false,Official The Remarkables weather/snow-report URL recorded/query attempted; no crawlable numeric current base-depth value captured in this pass.
Thredbo,Thredbo official weather report,official_resort,https://www.thredbo.com.au/weather-report/,https://www.thredbo.com.au/weather-report/,2026-05-26T05:05:00Z,false,Official Thredbo weather-report URL recorded/query attempted; no crawlable numeric current base-depth value captured in this pass.
Banff Sunshine,SkiBig3 official snow conditions,official_resort,https://www.skibig3.com/snow-conditions/,https://www.skibig3.com/snow-conditions/,2026-05-26T05:05:00Z,true,"Official SkiBig3 snow conditions page queried. Search result exposed Banff Sunshine/Lake Louise/Mt Norquay snow report fields with 0 in overnight, 0 in 24h, Base 0 in and season status/closing dates. Treat as official shared Banff-area source."
Lake Louise Ski Resort,SkiBig3 official snow conditions,official_resort,https://www.skibig3.com/snow-conditions/,https://www.skibig3.com/snow-conditions/,2026-05-26T05:05:00Z,true,"Official SkiBig3 snow conditions page queried. Search result exposed Banff Sunshine/Lake Louise/Mt Norquay snow report fields with 0 in overnight, 0 in 24h, Base 0 in and season status/closing dates. Treat as official shared Banff-area source."
Mt. Norquay,SkiBig3 official snow conditions,official_resort,https://www.skibig3.com/snow-conditions/,https://www.skibig3.com/snow-conditions/,2026-05-26T05:05:00Z,true,"Official SkiBig3 snow conditions page queried. Search result exposed Banff Sunshine/Lake Louise/Mt Norquay snow report fields with 0 in overnight, 0 in 24h, Base 0 in and season status/closing dates. Treat as official shared Banff-area source."
Lake Louise Ski Resort,Lake Louise official reports index,official_resort,https://reports.skilouise.com/,https://reports.skilouise.com/,2026-05-26T05:05:00Z,true,Official Lake Louise reports index queried. Search result exposed snow depth 230 cm and 151 cm but without stable labels in captured text; official SkiBig3 zero/off-season row is preferred for current source state.
Fernie Alpine Resort,Fernie official snow report PDF,official_resort,https://skifernie.com/pdf-view?template=snowreport,https://skifernie.com/pdf-view?template=snowreport,2026-05-26T05:05:00Z,false,"Official Fernie/RCR snow-report PDF endpoint queried; captured result only exposed Snow heading, no usable numeric base-depth values in this pass."
Fernie Alpine Resort,Snow-Forecast Fernie snow report,aggregator,https://www.snow-forecast.com/resorts/Fernie/snow-report,https://www.snow-forecast.com/resorts/Fernie/snow-report,2026-05-26T05:05:00Z,true,"Aggregator fallback exposed Fernie updated 2026-05-08, resort closed, upper snow depth 0 cm and lower snow depth 0 cm; reports provided by Snow-Forecast network / Skiresort Service International."
Kicking Horse Mountain Resort,Kicking Horse official snow report,official_resort,https://kickinghorseresort.com/conditions/snow-report,https://kickinghorseresort.com/conditions/snow-report,2026-05-26T05:05:00Z,false,"Official Kicking Horse snow report queried. Captured text confirms recent snowfall fields and base field taken from Alpine Snow Plot at 2,060 m, but no numeric values captured in this pass."
Kimberley Alpine Resort,Kimberley official conditions,official_resort,https://skikimberley.com/conditions/,https://skikimberley.com/conditions/,2026-05-26T05:05:00Z,false,"Official Kimberley conditions page queried. Search result confirms snow conditions, upper mountain, quad top and base-area context, but no numeric values captured in this pass."
Panorama,Panorama official snow report,official_resort,https://www.panoramaresort.com/explore/snow-report/,https://www.panoramaresort.com/explore/snow-report/,2026-05-26T05:05:00Z,false,Official Panorama snow-report URL recorded/query attempted; no crawlable numeric current base-depth values captured.
Panorama,Skiresort.info Panorama snow report,aggregator,https://www.skiresort.info/ski-resort/panorama/snow-report/,https://www.skiresort.info/ski-resort/panorama/snow-report/,2026-05-26T03:50:01Z,true,"Aggregator fallback updated 2026-05-12 reported ski resort closed and mountain/base snow depths unavailable/dash. Under project policy, source-supported closed status is usable as a normalized 0-inch current base observation, with aggregator provenance retained."
Nakiska Ski Area,Nakiska official snow report,official_resort,https://skinakiska.com/conditions/snow-report/,https://skinakiska.com/conditions/snow-report/,2026-05-26T05:05:00Z,false,Official Nakiska snow-report URL recorded/query attempted; no crawlable numeric current base-depth values captured in this pass.
Killington,Killington official snow report,official_resort,https://map.killington.com/conditions/snow-report/printable-report/,https://map.killington.com/conditions/snow-report/printable-report/,2026-05-26T05:05:00Z,false,Official Killington printable snow-report page queried; captured report text did not expose stable numeric base-depth fields in this pass.
Loon Mountain,Loon official mountain report,official_resort,https://www.loonmtn.com/conditions,https://www.loonmtn.com/conditions,2026-05-26T05:05:00Z,false,Official Loon conditions URL recorded/query attempted; no crawlable numeric current base-depth values captured.
Loon Mountain,OpenSnow Loon snow report,aggregator,https://opensnow.com/location/loonmountain/snow-report,https://opensnow.com/location/loonmountain/snow-report,2026-05-26T05:05:00Z,true,Aggregator fallback queried; search result exposed 0 in Base Depth and states it may combine resort-reported and OpenSnow-estimated data. Use cautiously.
Sunday River,Sunday River official mountain report,official_resort,https://www.sundayriver.com/mountain-report,https://www.sundayriver.com/mountain-report,2026-05-26T05:05:00Z,false,Official Sunday River mountain-report URL recorded; search result from official press page points to this as latest snow/mountain conditions source. No crawlable numeric value captured directly from official page.
Sunday River,Skiresort.info Sunday River snow report,aggregator,https://www.skiresort.info/ski-resort/sunday-river/snow-report/,https://www.skiresort.info/ski-resort/sunday-river/snow-report/,2026-05-26T05:05:00Z,false,"Aggregator fallback queried; updated 2026-05-18 but mountain/base snow depths unavailable/dash and resort closed, so no numeric observation recorded."
Sugarloaf,Sugarloaf official mountain report,official_resort,https://www.sugarloaf.com/mountain-report,https://www.sugarloaf.com/mountain-report,2026-05-26T05:05:00Z,false,Official Sugarloaf mountain-report URL recorded/query attempted; no crawlable numeric current base-depth values captured.
Pico Mountain,Pico Mountain official conditions,official_resort,https://www.picomountain.com/the-mountain/conditions,https://www.picomountain.com/the-mountain/conditions,2026-05-26T05:05:00Z,false,Official Pico conditions URL recorded/query attempted; no crawlable numeric current base-depth values captured.
Mount Snow,Mount Snow official snow and weather report,official_resort,https://www.mountsnow.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.mountsnow.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Mount Snow snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Mount Sunapee,Mount Sunapee official snow and weather report,official_resort,https://www.mountsunapee.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.mountsunapee.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Mount Sunapee snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Okemo,Okemo official snow and weather report,official_resort,https://www.okemo.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.okemo.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Okemo snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Hunter Mountain,Hunter official snow and weather report,official_resort,https://www.huntermtn.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.huntermtn.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Hunter snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Crotched Mountain,Crotched official snow and weather report,official_resort,https://www.crotchedmtn.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.crotchedmtn.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Crotched snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Wildcat Mountain,Wildcat official snow and weather report,official_resort,https://www.skiwildcat.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,https://www.skiwildcat.com/the-mountain/mountain-conditions/snow-and-weather-report.aspx,2026-05-26T05:05:00Z,false,Official Vail Resorts Wildcat snow/weather page recorded/query attempted; no crawlable numeric base-depth value captured.
Whistler Mountain,Whistler Blackcomb official snow report,official_resort,https://www.whistlerblackcomb.com/mountain-info/snow-report,https://www.whistlerblackcomb.com/mountain-info/snow-report,2026-05-26T05:40:00Z,false,"Official Whistler Blackcomb snow-report page queried. Search result confirms official live snow-depth/recent-snow/grooming report, but current numeric values were not captured in crawlable text for this pass."
Blackcomb Mountain,Whistler Blackcomb official snow report,official_resort,https://www.whistlerblackcomb.com/mountain-info/snow-report,https://www.whistlerblackcomb.com/mountain-info/snow-report,2026-05-26T05:40:00Z,false,Official Whistler Blackcomb snow-report page covers both Whistler and Blackcomb. Current numeric base-depth values were not captured in crawlable text for this pass.
Whistler Mountain,Whistler Blackcomb official PDF snow report,official_resort,https://secure.whistlerblackcomb.com/TomPDF/Default.aspx?Season=1&Type=bg,https://secure.whistlerblackcomb.com/TomPDF/Default.aspx?Season=1&Type=bg,2026-05-26T05:40:00Z,false,Official Whistler Blackcomb PDF report endpoint queried; search result showed SNOW BASE / CURRENT labels but did not expose stable numeric snow-base values in snippet.
