resort_name,name,location_type,latitude,longitude,elevation_feet,is_primary,notes,source_url
Lake Louise Ski Resort,Primary Base / Forecast Point,base,51.44321498486975,-116.16269980353756,5400,true,"SkiBig3 official Lake Louise resort page lists base elevation 5,400 ft and top elevation 8,650 ft; mountain-stat elevations, not named station coordinates. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.skibig3.com/ski/resorts/lake-louise/
Laurel Mountain,Base / Forecast Point,base,40.1636,-79.1653,2005,true,"Official Laurel Mountain mountain information reports base elevation 2,005 ft and highest elevation 2,766 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.laurelmountainski.com/the-mountain/about-the-mountain/mountain-info.aspx
Laurel Mountain,Summit / Highest Elevation,summit,40.1636,-79.1653,2766,false,"Official Laurel Mountain mountain information reports base elevation 2,005 ft and highest elevation 2,766 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.laurelmountainski.com/the-mountain/about-the-mountain/mountain-info.aspx
Le Massif de Charlevoix,Primary Base / Forecast Point,base,47.278652,-70.6096259,2352,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (717 m / 2352 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: https://www.lemassif.com/en?utm_source=ikon&utm_medium=app.",https://api.open-meteo.com/v1/elevation?latitude=47.278652&longitude=-70.6096259
Lech Zürs am Arlberg,Lech Village / Base,base,47.21,10.142,4757,true,"Official Lech Zürs live-updates page covers weather, webcams, road report, snow report, and avalanche report. Base coordinate/elevation approximate for Lech village.",https://www.lechzuers.com/en/safety
Les Menuires,Les Menuires 1850,base,45.324,6.538,6070,true,Official Les 3 Vallées Les Menuires weather/snow page reports station/base context at Les Menuires 1850 m.,https://www.les3vallees.com/en/live/weather/les-menuires
Liberty Mountain Resort,Base / Forecast Point,base,39.7634,-77.3758,570,true,"Official Liberty Mountain mountain information reports base elevation 570 ft and highest elevation 1,190 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.libertymountainresort.com/the-mountain/about-the-mountain/mountain-info.aspx
Liberty Mountain Resort,Summit / Highest Elevation,summit,39.7634,-77.3758,1190,false,"Official Liberty Mountain mountain information reports base elevation 570 ft and highest elevation 1,190 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.libertymountainresort.com/the-mountain/about-the-mountain/mountain-info.aspx
Loon Mountain,Primary Base / Forecast Point,base,44.0565389,-71.62957589999996,860,true,"Official Loon Mountain stats page lists base elevation 860 ft and North Peak summit elevation 3,050 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced.",https://www.loonmtn.com/mountain-stats
Lutsen Mountains,Main Base Area,base,47.6637,-90.7136,1000,true,"Approximate main/base-area forecast point. USFS Draft EIS reports existing ski-area elevations from about 1,000 ft at the base of the Caribou Express lift to about 1,680 ft at Moose Mountain summit. Coordinates remain approximate because the source does not publish station coordinates.",https://wtip.org/wp-content/uploads/2022/02/Lutsen-Mountains_Ski_Area_Expansion_Project_Draft_EIS_September_2021.pdf
Mad River Mountain,Primary Base / Forecast Point,base,40.3186,-83.677,1160,true,"Official Vail/Mad River mountain information lists highest elevation 1,460 ft and longest vertical drop 300 ft; base elevation is arithmetically inferred as approximately 1,160 ft and should be superseded by an explicit official base/station value if found. Coordinates remain the existing approximate resort/base forecast-point coordinates from data/resorts.csv unless a future official station coordinate is found.",https://www.skimadriver.com/the-mountain/about-the-mountain/mountain-info.aspx
Madonna di Campiglio,Primary Base / Forecast Point,base,46.23,10.826,2789,true,"Official Campiglio Dolomiti page states the unified Skiarea Madonna di Campiglio spans 850-2,500 m across Madonna di Campiglio, Pinzolo, and Folgarida-Marilleva; primary uses lower official skiarea altitude because the row belongs to that interconnected physical resort network. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.campigliodolomiti.it/en/skiarea/inverno/skiarea-madonna-di-campiglio?landing=605
Mammoth Mountain,Main Base / Forecast Point,base,37.6376,-119.0273,7953,true,"Official Mammoth fact sheet reports base elevation 7,953 ft; coordinate is the existing resort/base forecast point from seed data, approximate for weather lookup.",https://www.mammothmountain.com/-/media/project/mammoth/library/pdfs/Fact-Sheets/25-26_Marketing_MMSA_Fact-Sheets_85x11
Mammoth Mountain,Summit,summit,37.6308,-119.0326,11053,false,"Official Mammoth fact sheet reports summit elevation 11,053 ft; summit coordinate is approximate map/geocoding point, not an official weather-station coordinate.",https://www.mammothmountain.com/-/media/project/mammoth/library/pdfs/Fact-Sheets/25-26_Marketing_MMSA_Fact-Sheets_85x11
Maruike Ski Area,Base / Minimum Ski-Area Elevation,base,36.7144,138.5017,4806,true,Official Shiga Kogen Mountain Resort live-status/data page lists Maruike Ski Area minimum altitude 1465 m and highest altitude 1565 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/maruike/index-en.html
Mayrhofen,Primary Base / Forecast Point,base,47.166,11.863,2106,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (642 m / 2106 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: https://www.zillertal.at/en/.",https://api.open-meteo.com/v1/elevation?latitude=47.166&longitude=11.863
Megève Ski Area,Megève Village / Ski Area Base,base,45.8568,6.6185,3609,true,Base forecast point for Megève. Reliable snow-report page checked for valley/mountain snow levels where official crawlable station metadata was limited; coordinates approximate for Megève.,https://www.snowtrex.ie/france/megeve/le_mont_darbois/weather.html
Mona Yongpyong,Yongpyong Base Area,base,37.646118,128.680663,2444,true,"Base forecast point. Official Yongpyong overview provides slope/lift statistics and vertical differences but not a clean base elevation in crawlable text; Skiresort.info gives 745–1,450 m elevation range, used as fallback. Coordinates approximate for Dragon Plaza/base area.",https://www.skiresort.info/ski-resort/yongpyong-resort/
Mont-Sainte-Anne,Primary Base / Forecast Point,base,47.075,-70.904,575,true,"Official Mont-Sainte-Anne technical data page lists altitude 800 m / 2,625 ft and vertical drop 625 m / 2,050 ft; base entered as inferred 575 ft from those official values. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://mont-sainte-anne.com/donnees-techniques-au-mont-sainte-anne/
Monte Bondone,Monte Bondone Base Snow-Report Elevation,base,46.014,11.043,3901,true,"Skiresort.info snow report gives Monte Bondone base snow-report elevation at 1,189 m and mountain at 2,090 m. Used as reliable fallback snow-report source where official crawlable altitude source was not found.",https://www.skiresort.info/ski-resort/monte-bondone/snow-report/
Monterosa Ski,Monterosa Lower Ski Area,base,45.8597574,7.7526157,3976,true,"Reliable fallback for Monterosa Ski lower elevation 1,212 m; official resort pages did not expose a single crawlable group-level station coordinate. Coordinates approximate for group forecast point.",https://www.skiresort.info/ski-resort/monterosa-ski/
Mount Snow,Base / Forecast Point,base,42.96,-72.92,1900,true,"Official Mount Snow mountain information reports base elevation 1,900 ft and highest elevation 3,600 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.mountsnow.com/the-mountain/about-the-mountain/mountain-info.aspx
Mount Snow,Summit / Highest Elevation,summit,42.96,-72.92,3600,false,"Official Mount Snow mountain information reports base elevation 1,900 ft and highest elevation 3,600 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.mountsnow.com/the-mountain/about-the-mountain/mountain-info.aspx
Mount Sunapee,Base / Forecast Point,base,43.3317,-72.08,1233,true,"Official Mount Sunapee mountain information reports base elevation 1,233 ft and highest elevation 2,743 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.mountsunapee.com/the-mountain/about-the-mountain/mountain-info.aspx
Mount Sunapee,Summit / Highest Elevation,summit,43.3317,-72.08,2743,false,"Official Mount Sunapee mountain information reports base elevation 1,233 ft and highest elevation 2,743 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.mountsunapee.com/the-mountain/about-the-mountain/mountain-info.aspx
Mt Brighton,Primary Base / Forecast Point,base,42.54,-83.8115,1100,true,"Official Vail/Mt Brighton mountain information lists base elevation 1,100 ft and highest elevation 1,330 ft; mountain-stat elevations, not named weather stations. Coordinates remain the existing approximate resort/base forecast-point coordinates from data/resorts.csv unless a future official station coordinate is found.",https://www.mtbrighton.com/the-mountain/about-the-mountain/mountain-info.aspx
Mt Buller,Primary Base / Forecast Point,base,-37.1467,146.4489,5249,true,"Snow Resorts Australia member page states Mt Buller alpine village sits at 1,600 m and summit is 1,805 m; resort-industry source used because captured official Mt Buller pages did not expose a base/top stat table. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://asaa.org.au/resorts/mtbuller/
Mt Hutt,Base Area,base,-43.4897,171.5336,4718,true,"Base-area forecast point. Official Mt Hutt weather-report page publishes live weather/report context but did not expose crawlable base elevation; Skiresort.info snow report gives base 1,438 m and mountain 2,086 m, used as reliable fallback. Coordinates approximate for base buildings.",https://www.skiresort.info/ski-resort/mt-hutt/snow-report/
Mt. Bachelor,Primary Base / Forecast Point,base,43.99717,-121.405,5700,true,"Official Mt. Bachelor mountain-stats page lists lowest elevation 5,700 ft and top elevation 9,065 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.mtbachelor.com/the-mountain/resort-policies-safety/mountain-stats/
Mt. Norquay,Primary Base / Forecast Point,base,51.200305,-115.601637,5350,true,"SkiBig3 official Mt. Norquay resort page lists base elevation 5,350 ft and top elevation 6,998 ft; mountain-stat elevations, not named station coordinates. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.skibig3.com/ski/resorts/mt-norquay/
Mt.T,Tenjindaira Ropeway / Ski-Area Base,base,36.836498,138.962,4327,true,"Gunma official tourist guide says the ropeway reaches the base of the ski area halfway up the mountain at 1,319 m. Coordinates are existing resort coordinates and approximate.",https://www.visit-gunma.jp/en/spots/mt-t-by-hoshino-resorts/
Myoko Suginohara Ski Resort,Myoko Suginohara Base Elevation,base,36.51,138.09,2398,true,"Official Prince Hotels/Ikon announcement for Myoko Suginohara reports elevation 1,855 m and vertical/elevation difference 1,124 m; base derived arithmetically as 731 m / 2,398 ft and marked as derived. Coordinates are existing resort coordinates and approximate.",https://www.princehotels.com/wp-content/uploads/2025/10/release-20251022-1.pdf
Méribel,Primary Base / Forecast Point,base,45.397,6.566,4757,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (1450 m / 4757 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: https://www.les3vallees.com/.",https://api.open-meteo.com/v1/elevation?latitude=45.397&longitude=6.566
Nakiska Ski Area,Primary Base / Forecast Point,base,50.942,-115.151,5003,true,"Official Nakiska Ski Area mountain-stats page lists base elevation 5,003 ft and top elevation 7,415 ft; mountain-stat elevations, not named station coordinates. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://skinakiska.com/discover-nakiska/mountain-stats/
Nekoma Mountain,Nekoma Lower Elevation,base,37.58707,140.0343,2297,true,"Official Hoshino Resorts Nekoma English page reports elevation range 700–1,338 m / 2,297–4,390 ft. Coordinates are existing resort coordinates and approximate for the lower/base area.",https://www.nekoma.co.jp/englp/
Nendaz,Nendaz / Haute-Nendaz Base,base,46.182,7.291,4551,true,Official Nendaz tourism/ski context for the 4 Vallées. Base coordinate/elevation approximate for Haute-Nendaz village/access.,https://www.nendaz.ch/fr/
Niseko Village,Primary Base / Forecast Point,base,42.8047045,140.68749309999998,984,true,"Official Niseko United page says Niseko United comprises four resorts on one mountain, Niseko Annupuri at 1,308 m; base altitude is kept as approximate 300 m lower-resort anchor pending resort-specific base/station data. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.niseko.ne.jp/en/niseko/
Nishidateyama Ski Area,Base / Minimum Ski-Area Elevation,base,36.7278788,138.5007338,4790,true,Official Shiga Kogen Mountain Resort live-status/data page lists Nishidateyama Ski Area minimum altitude 1460 m and highest altitude 1730 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://shigakogen-ski.or.jp/lift/nishitateyma/
Northstar California,Base / Forecast Point,base,39.2746,-120.121,6330,true,"Official Northstar mountain information reports base elevation 6,330 ft and highest elevation 8,610 ft. Primary coordinate is the existing resort/base forecast point and approximate.",https://www.northstarcalifornia.com/the-mountain/about-the-mountain/mountain-info.aspx
Northstar California,Summit / Highest Elevation,summit,39.2746,-120.1210,8610,false,"Official Northstar mountain information reports base elevation 6,330 ft and highest elevation 8,610 ft. Summit coordinate is approximate because the source provides elevation but not exact station coordinates.",https://www.northstarcalifornia.com/the-mountain/about-the-mountain/mountain-info.aspx
Okemo,Base / Forecast Point,base,43.4016,-72.7178,1144,true,"Official Vail Resorts/Okemo tip-sheet source reports base elevation 1,144 ft and summit elevation 3,344 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://news.vailresorts.com/okemo-mountain-tip-sheet
Okemo,Summit / Highest Elevation,summit,43.4016,-72.7178,3344,false,"Official Vail Resorts/Okemo tip-sheet source reports base elevation 1,144 ft and summit elevation 3,344 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://news.vailresorts.com/okemo-mountain-tip-sheet
Okushiga Kogen Ski Area,Primary Base / Forecast Point,base,36.7800252,138.5229161,4823,true,Official Shiga Kogen Mountain Resort live-status/data page lists Okushiga Kogen Ski Area minimum altitude 1470 m and highest altitude 2000 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://shigakogen-ski.or.jp/lift/okushigakogen/index-en.html
Orelle,Orelle Village / Gondola Base,base,45.21,6.55,2953,true,"Official Orelle live page provides webcams, openings, weather and useful live data. Base coordinate/elevation approximate for Orelle village/gondola access.",https://www.orelle.net/station-ski/live
Paganella,Paganella Base / Snow-Weather Reference,base,46.166,11.004,3337,true,"Official Paganella snow/weather page provides live conditions, summit conditions, snow and avalanche-risk report. Base elevation remains existing DEM fallback pending official base-station elevation.",https://www.paganella.net/en/snow-weather
Palisades Tahoe,Palisades Base Snow Plot / Patrol Shack,snow_stake,39.1969,-120.2357,6200,true,"Official Palisades Tahoe snow-reporting article says the lower Palisades snow plot is outside the Patrol Shack at 6,200 ft; coordinate is existing Palisades base coordinate and approximate.",https://blog.palisadestahoe.com/operations/how-we-report-snow/
Palisades Tahoe,Belmont Sensor,weather_station,39.1969,-120.2357,8000,false,"Official Palisades Tahoe article lists Belmont sensor at 8,000 ft but does not provide exact coordinates; coordinate approximates Palisades side for first-pass modeling.",https://blog.palisadestahoe.com/operations/how-we-report-snow/
Palisades Tahoe,Top of Siberia Sensor,summit,39.1969,-120.2357,8700,false,"Official Palisades Tahoe article lists top of Siberia sensor at 8,700 ft but does not provide exact coordinates; coordinate approximates upper Palisades side for first-pass modeling. Typed as summit because the official Palisades Tahoe snow-reporting article identifies Top of Siberia as an upper-mountain reporting sensor.",https://blog.palisadestahoe.com/operations/how-we-report-snow/
Panorama,Primary Base / Forecast Point,base,50.46,-116.238147,3773,true,"Official Panorama fact sheet lists highest elevation 8,038 ft and vertical 1,300 m; base entered as approximately 3,773 ft by subtracting vertical from highest elevation, pending explicit official base/station metadata. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.panoramaresort.com/assets/fact-sheet.pdf
Paoli Peaks,Primary Base / Forecast Point,base,38.5564,-86.5125,600,true,"Official Vail/Paoli Peaks mountain information lists base elevation 600 ft and highest elevation 900 ft; mountain-stat elevations, not named weather stations. Coordinates remain the existing approximate resort/base forecast-point coordinates from data/resorts.csv unless a future official station coordinate is found.",https://www.paolipeaks.com/the-mountain/about-the-mountain/mountain-info.aspx
Park City Mountain,Main Base / Forecast Point,base,40.6514,-111.5080,6800,true,"Official Park City Mountain stats report base elevation 6,800 ft; coordinate is existing resort/base forecast point and approximate.",https://www.parkcitymountain.com/the-mountain/about-the-mountain/mountain-info.aspx
Park City Mountain,Summit Elevation,summit,40.5900,-111.5250,10026,false,"Official Park City Mountain stats report summit elevation 10,026 ft; coordinate is approximate high-mountain map point, not an official weather-station coordinate.",https://www.parkcitymountain.com/the-mountain/about-the-mountain/mountain-info.aspx
Pejo,Pejo Fonti / Lower Ski Area,base,46.355,10.674,4429,true,"Official Pejo/Val di Pejo ski-area source describes the Val della Mite descent from 3,000 m down to Pejo Fonti; existing base elevation remains DEM-derived pending an official Pejo Fonti station elevation.",https://www.termepejo.it/en/val-di-pejo/ski-area-and-pejo-3000/
Perisher,Primary Base / Forecast Point,base,-36.4054,148.4123,5266,true,"Official Perisher resort-stats page lists lowest lifted point at Base Ridge Chair as 1,605 m / 5,266 ft; primary base updated to this official lower lifted point. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.perisher.com.au/the-station?catid=0&id=3
Pico Mountain,Primary Base / Forecast Point,base,43.66388,-72.8432,2001,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (610 m / 2001 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: https://www.picomountain.com/.",https://api.open-meteo.com/v1/elevation?latitude=43.66388&longitude=-72.8432
Pila,Base / Minimum Ski-Area Elevation,base,45.6814,7.3125,5906,true,"Official Pila ski-area page states the gondola from Aosta reaches Pila at 1,800 m; primary forecast point uses this official resort/base altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.",https://pila.it/en/ski-area/
Pinzolo,Primary Base / Forecast Point,base,46.16,10.765,2789,true,"Official Campiglio Dolomiti page states the unified Skiarea Madonna di Campiglio spans 850-2,500 m across Madonna di Campiglio, Pinzolo, and Folgarida-Marilleva; primary uses lower official skiarea altitude because the row belongs to that interconnected physical resort network. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.campigliodolomiti.it/en/skiarea/inverno/skiarea-madonna-di-campiglio?landing=605
Ponte di Legno-Tonale,Ponte di Legno / Lower Area,base,46.258,10.584,3678,true,"Official ski-area page reports slopes between 1,121 and 3,000 m; coordinates are aggregate resort coordinates and approximate for the lower ski area.",https://www.pontedilegnotonale.com/en/pontedilegno-tonale-skiing/pontedilegno-tonale-ski-area/
RED Mountain,Primary Base / Forecast Point,base,49.10241,-117.819,3887,true,"Official RED Mountain maps/stats page lists base elevation 1,185 m / 3,887 ft and summit elevation 2,075 m / 6,807 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.redresort.com/maps-stats/
Revelstoke Mountain Resort,Primary Base / Forecast Point,base,50.9581531,-118.16279280000003,1680,true,"Official Revelstoke Mountain Resort mountain-stats page lists resort village elevation 512 m / about 1,680 ft, Stoke Chair elevation 2,225 m, and Sub Peak 2,340 m; mountain-stat elevations, not exact station coordinates. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.revelstokemountainresort.com/mountain/mountain-stats/
Rio Pusteria – Bressanone,Gitschberg Jochtal Lower Ski-Area Elevation,base,46.711,11.655,4265,true,"Dolomiti-ski official Gitschberg Jochtal page reports ski-area altitude range 1,300–2,500 m. Coordinates are aggregate resort coordinates and approximate.",https://www.dolomiti-ski.it/en/ski-areas/gitschberg-jochtal/
Roundtop Mountain Resort,Base / Forecast Point,base,40.1108,-76.9275,735,true,"Official Roundtop mountain information reports base elevation 735 ft and highest elevation 1,335 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.skiroundtop.com/the-mountain/about-the-mountain/mountain-info.aspx
Roundtop Mountain Resort,Summit / Highest Elevation,summit,40.1108,-76.9275,1335,false,"Official Roundtop mountain information reports base elevation 735 ft and highest elevation 1,335 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.skiroundtop.com/the-mountain/about-the-mountain/mountain-info.aspx
Rusutsu Resort,Primary Base / Forecast Point,base,42.735,140.913,1312,true,Official Rusutsu Resort blog identifies East No.1 gondola to the peak at 868 m; base kept as approximate 400 m lower-resort anchor pending direct official base-elevation data. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://rusutsu.com/en/blog/032/
Saint-Martin-de-Belleville,Saint-Martin-de-Belleville Village Base,base,45.381,6.505,4757,true,Official Les 3 Vallées weather/snow hub covers Saint-Martin-de-Belleville as one of the 7 stations. Base coordinate/elevation approximate for village/access.,https://www.les3vallees.com/en/live/weather
San Martino di Castrozza/Rolle Pass,San Martino / Passo Rolle Slope Report Reference,base,46.263,11.802,4862,true,Official San Martino slope report provides real-time lift/slope status for San Martino di Castrozza and Passo Rolle. Existing DEM fallback retained for base pending crawlable official base elevation.,https://www.sanmartino.com/EN/slopes-and-lifts/
Schweitzer,Primary Base / Forecast Point,base,48.36691,-116.622,3960,true,"Official Schweitzer winter fact sheet lists base elevation 3,960 ft and summit elevation 6,400 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.schweitzer.com/-/media/schweitzer/pdfs-and-maps/press/schweitzer-winter-fact-sheet-2425.pdf
Seven Springs,Base / Forecast Point,base,40.0229,-79.2972,2240,true,"Official Seven Springs mountain information reports base elevation 2,240 ft and highest elevation 2,994 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.7springs.com/the-mountain/about-the-mountain/mountain-info.aspx
Seven Springs,Summit / Highest Elevation,summit,40.0229,-79.2972,2994,false,"Official Seven Springs mountain information reports base elevation 2,240 ft and highest elevation 2,994 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.7springs.com/the-mountain/about-the-mountain/mountain-info.aspx
Shibutoge Ski Area,Yokoteyama-Shibutoge Minimum Altitude,base,36.6696517,138.5290857,5594,true,"Official Shiga Kogen Yokoteyama/Shibutoge live status page reports minimum altitude 1,705 m and highest altitude 2,307 m. Coordinates are existing Shibutoge forecast coordinates and approximate.",https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/
Sierra-at-Tahoe,Primary Base / Forecast Point,base,38.8002,-120.08089,6640,true,"Official Sierra-at-Tahoe FAQ lists base elevation 6,640 ft and summit elevation 8,852 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://sierraattahoe.com/faq/
SilverStar Mountain,Primary Base / Forecast Point,base,50.369723,-119.063611,5279,true,"Official SilverStar home page lists village elevation 1,609 m / about 5,279 ft, total vertical drop 760 m, 700 cm annual snowfall, and no man-made snow; summit inferred from village plus vertical and should be superseded by explicit official summit/station metadata if found. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.skisilverstar.com/
Silvretta Montafon,Silvretta Montafon Valley/Base Access,base,47.02,9.988,2297,true,"Official Silvretta Montafon snow report provides real-time snow depths, fresh snow and avalanche status. Base elevation approximate for valley/base access.",https://www.silvretta-montafon.at/en/snow-report
Skicircus Saalbach Hinterglemm Leogang Fieberbrunn,Skicircus Lower Ski Area,base,47.391,12.636,2756,true,Official Skicircus page confirms the connected ski region and operational context. Lower elevation from Bergfex fallback 840 m; coordinates approximate.,https://www.saalbach.com/en/winter/ski-resort
Snow Creek,Primary Base / Forecast Point,base,39.4675,-94.971,800,true,"Official Vail/Snow Creek mountain information lists base elevation 800 ft and highest elevation 1,100 ft; mountain-stat elevations, not named weather stations. Coordinates remain the existing approximate resort/base forecast-point coordinates from data/resorts.csv unless a future official station coordinate is found.",https://www.skisnowcreek.com/the-mountain/about-the-mountain/mountain-info.aspx
Snow Summit,Primary Base / Forecast Point,base,34.225915,-116.891162,7000,true,"Official Big Bear Mountain Resort trail-map page lists Snow Summit base elevation 7,000 ft and peak elevation 8,200 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced.",https://www.bigbearmountainresort.com/mountain-information/trail-maps
Snow Valley,Primary Base / Forecast Point,base,34.22511,-117.03584,6800,true,"Ski California member resort page for Snow Valley lists base elevation 6,800 ft and summit elevation 7,841 ft; resort-industry source links to official Big Bear Mountain Resort resources. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://skicalifornia.org/resorts/snow-valley-mountain-resort
Snowbasin,Primary Base / Forecast Point,base,41.21614,-111.857,6316,true,"Official Snowbasin FAQ lists Base Area elevation 6,316 ft and Mount Ogden summit elevation 9,570 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.snowbasin.com/about/faqs/
Snowbird,Primary Base / Forecast Point,base,40.5807318,-111.6573737,8100,true,"Official Snowbird scenic tram page says the tram reaches 11,000-foot Hidden Peak after rising 2,900 vertical feet from Snowbird Center; base entered as inferred 8,100 ft from that official vertical relationship. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.snowbird.com/activities-events/winter-activities/winter-scenic-tram-rides/
Snowmass,Base / Forecast Point,base,39.2087,-106.9490,8110,true,"Official Aspen Snowmass mountain-stats PDF reports Snowmass base elevation 8,110 ft; coordinate is existing base/forecast point and approximate.",https://www.aspensnowmass.com/-/media/aspen-snowmass/documents/pdfs/25-26/aspen-snowmass-mountain-stats.pdf
Snowmass,Summit,summit,39.2087,-106.9490,12510,false,"Official Aspen Snowmass mountain-stats PDF reports Snowmass summit elevation 12,510 ft; coordinate is approximate resort/high-mountain point pending official summit/station coordinates.",https://www.aspensnowmass.com/-/media/aspen-snowmass/documents/pdfs/25-26/aspen-snowmass-mountain-stats.pdf
Snowriver Mountain Resort,Primary Base / Forecast Point,base,46.27,-89.56,1212,true,"Official Snowriver mountain-stats page lists elevations 1,212 to 1,750 ft across Jackson Creek Summit and Black River Basin; primary base set to lower listed elevation. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.snowriver.com/the-resort/mountain-information/mountain-stats
