pass_product_name,pass_product_season,resort_name,resort_group_name,access_tier,access_days,unlimited_access,reservation_required,blackout_dates_apply,notes,source_url
Ikon Pass,2026-2027,Snowbasin,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snowriver Mountain Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snowshoe Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Solitude Mountain Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Steamboat,,full_pass,,true,false,false,Steamboat official Ikon page says 2026-2027 Ikon Pass gets unlimited access at Steamboat; Ikon Base Pass gets up to 5 days.,https://www.steamboat.com/plan-your-trip/lift-tickets-ski-pass/ikon-pass
Ikon Pass,2026-2027,Stratton,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sugarbush Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sugarloaf,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sun Peaks Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sunday River,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Taos Ski Valley,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,The Highlands,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Thredbo,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Tremblant,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Valle Nevado,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Winter Park Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Yunding Snow Park,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Zao Onsen Ski Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Zermatt Matterhorn,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Ikon FAQ notes cross-border Zermatt/Cervinia use may deduct one day from both separate destinations if crossing on the same ski day.,https://www.ikonpass.com/en/destinations
